text,label,sentiment
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
i bought this product yesterday.,2,neutral
it arrived on time.,2,neutral
the package was standard.,2,neutral
i have no strong opinion about this.,2,neutral
"it works fine, nothing special.",2,neutral
it is okay.,2,neutral
normal delivery speed.,2,neutral
i received the item.,2,neutral
it does what it says.,2,neutral
standard quality.,2,neutral
